IntDate,HHID,RprtSrc,Valid,OwnCttl,CttlOwnd,OwnGts,GtsOwnd,OwnShp,ShpOwnd,OwnChckns,ChcknsOwnd,OwnChcks,ChcksOwnd,ChicksNum,AnmlsAbrtn,CwAbrtd,AbrtdCws,GtAbrtd,AbrtdGts,ShpAbrtd,AbrtdShp,AnmlsDd,CwsDd,DdCws,GtsDd,DdGts,ShpDd,DdShp,ChcknDd,DdChckn,ChcksDd,DdChcks,AnmlsSck,CwSck,SickCows,BORprdctv,BOUddr,BORsprtry,BODgstv,BOUrgntl,BOMsclskltl,BONrvs,BOSkn,GtsSck,SckGts,CPRprdctv,CPUddr,CPRsprtry,CPDgstv,CPUrgntl,CPMsclskltl,CPNrvs,CPSkn,ShpSck,SckShp,OVRprdctve,OVUddr,OVRsprtry,OVDgstv,OVUrgntl,OVMsclskltl,OVNrvs,OVSkn,Valid1
09/05/2017,2-128-2,Household Interviews,0,0,0,0,0,0,0,0,0,0,99,NA,99,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,No
09/05/2017,2-129-2,Toll Free Number,0,0,0,0,0,0,0,0,0,0,99,NA,99,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,No
08/05/2017,13-304-2,Toll Free Number,1,1,40,0,0,1,37,1,2,0,99,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,Yes
08/05/2017,28-329-3,Toll Free Number,1,0,0,1,2,0,0,1,2,1,1,NA,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,Yes
09/05/2017,55-99-11,Toll Free Number,0,0,0,0,0,0,0,0,0,0,99,NA,99,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,No
09/05/2017,49-149-2,Household Interviews,0,0,0,0,0,0,0,0,0,0,99,NA,99,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,No
09/05/2017,49-141-2,Toll Free Number,1,1,2,1,3,0,0,1,3,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,Yes
09/05/2017,49-270-2,Toll Free Number,1,1,3,1,11,1,5,1,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,Yes
09/05/2017,55-337-1,Toll Free Number,1,0,0,0,0,1,6,1,6,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,1,1,0,0,1,0,0,0,0,0,Yes
09/05/2017,13-216-3,Toll Free Number,1,1,2,1,4,0,0,1,7,1,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99,99,99,99,99,99,99,99,1,1,0,0,0,1,0,0,0,0,0,0,99,99,99,99,99,99,99,99,Yes
09/05/2017,68-72-2,Household Interviews,0,0,0,0,0,0,0,0,0,0,99,NA,99,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,No
10/05/2017,13-220-2,Toll Free Number,1,1,13,1,3,0,0,1,2,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,Yes
10/05/2017,53-73-13,Toll Free Number,0,0,0,0,0,0,0,0,0,0,99,NA,99,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,No
10/05/2017,13-204-3,Toll Free Number,0,0,0,0,0,0,0,0,0,0,99,NA,99,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,No
10/05/2017,13-204-3,Household Interviews,1,0,0,1,16,0,0,1,6,1,2,NA,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,Yes
10/05/2017,49-228-2,Toll Free Number,1,1,3,1,8,0,0,1,12,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99,99,99,99,99,99,99,99,1,1,0,0,0,1,0,0,0,0,0,0,99,99,99,99,99,99,99,99,Yes
10/05/2017,13-184-2,Household Interviews,1,1,12,0,0,1,13,1,8,1,2,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,Yes
10/05/2017,2-41-5,Household Interviews,0,0,0,0,0,0,0,0,0,0,99,NA,99,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,No
10/05/2017,2-41-5,Household Interviews,1,1,4,0,0,0,0,1,10,1,1,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11,0,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,Yes
10/05/2017,49-245-2,Toll Free Number,1,0,0,0,0,1,2,1,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,1,1,0,0,0,1,0,0,0,0,Yes
10/05/2017,2-130-4,Household Interviews,0,0,0,0,0,0,0,0,0,0,99,NA,99,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,No
10/05/2017,49-107-5,Household Interviews,0,0,0,0,0,0,0,0,0,0,99,NA,99,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,No
10/05/2017,55-214-3,Household Interviews,0,0,0,0,0,0,0,0,0,0,99,NA,99,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,No
10/05/2017,68-19-6,Household Interviews,0,0,0,0,0,0,0,0,0,0,99,NA,99,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,No
10/05/2017,13-110-16,Toll Free Number,1,1,5,0,0,1,16,0,0,0,99,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,Yes
10/05/2017,28-275-2,Toll Free Number,0,0,0,0,0,1,26,0,0,0,99,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,1,0,99,99,99,99,99,99,99,99,No
11/05/2017,2-127-2,Household Interviews,0,0,0,0,0,0,0,0,0,0,99,NA,99,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,No
02/05/2017,35-94-2,Toll Free Number,1,1,4,0,0,1,9,0,0,0,99,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,1,1,0,0,1,1,0,0,0,0,Yes
02/05/2017,13-176-5,Toll Free Number,0,0,0,0,0,0,0,0,0,0,99,NA,99,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,No
02/05/2017,55-106-3,Toll Free Number,1,1,12,0,0,0,0,1,2,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,Yes
